id_auction,title,present_price,visits_number,end_date
2095599396,"Central African States  ""T""  Cong 1.000 1000 Francs 2002  P. 107 T   XF +",6,11,2026-05-08 01:00:00
2095599402,Ceylon - Sri Lanka  50 Rupees  1.1.1982  P. 94  UNC,14.5,10,2026-05-08 11:45:00
2095599405,Ceylon - Sri Lanka  20 Rupees  15.11.1995  P. 109 UNC,1.5,10,2026-05-05 11:45:00
2095599408,Ceylon - Sri Lanka  20 Rupees  1.7.2004  P. 109 UNC,1.5,8,2026-05-05 11:45:00
2095599399,"Central African States  ""U""  Cameroun 1.000 1000 Francs 2002  P. 207 U  *paper note*  UNC",9,6,2026-05-10 01:00:00
2095599411,CENTRAL AFRICAN STATES  10.000  10000 Francs 2020   issued 2022   P. 704   hybrid    UNC,40.5,22,2026-05-08 01:00:00
2095599414,CENTRAL AFRICAN STATES  2.000  2000 Francs 2020   issued 2022   P. 702   hybrid    UNC,13.5,15,2026-05-08 01:00:00
2095599420,CENTRAL AFRICAN STATES  5.000  5000 Francs 2020   issued 2022   P. 703   hybrid    UNC,22.5,12,2026-05-08 01:00:00
2095599423,"CENTRAL AFRICAN STATES ""L""  Gabon 2.000 2000 Francs 1993 ""first date""   P. 403 L  aUNC",21.5,9,2026-05-07 01:00:00
2095599426,CENTRAL AFRICAN STATES  500 Francs 2020   issued 2022   P. 700   hybrid  UNC,4,11,2026-05-09 01:00:00
2095599429,"CENTRAL AFRICAN STATES  ""F""  Central African Republic   500 Francs 1999   P. 301 F  UNC",11.5,12,2026-06-01 01:00:00
2095599432,"CENTRAL AFRICAN STATES  ""T""  Congo  10.000 10000 Francs 2002  *sign. L. Abaga-Nchama  & Aleka-Rybert*   P. 110   XF+",30.5,12,2026-05-10 01:00:00
2095599435,"CENTRAL AFRICAN STATES  ""L""  GABON  1.000 1000 Francs 2000  P. 202 L   aUNC",18,9,2026-06-01 01:00:00
2095599438,"CENTRAL AFRICAN STATES  ""T""  Congo  2.000 2000 Francs 2002 *sign. Mamalepot  & Aleka-Rybert*   P. 108   aUNC",12.5,10,2026-05-07 01:00:00
2095599441,"CENTRAL AFRICAN STATES ""P""  Chad  2.000 2000 Francs 2000  P. 603 P  UNC",20.5,10,2026-05-07 01:00:00
2095599444,"CENTRAL AFRICAN STATES  ""C""  CONGO  1.000 1000 Francs 2000  P. 102 C   UNC",18,7,2026-06-01 01:00:00
2095599447,"CENTRAL AFRICAN STATES ""N""  Equatorial Guinea  2.000 2000 Francs 2000  P. 503 N  aUNC",18,8,2026-05-07 01:00:00
2095599456,"CENTRAL AFRICAN STATES  ""E""  CAMEROUN  500 Francs 2000  P. 201 E  UNC",7,11,2026-06-01 01:00:00
2095599462,"CENTRAL AFRICAN STATES  ""P""  CHAD 1.000 1000 Francs 2000  P. 602 P   UNC",18,11,2026-05-09 01:00:00
2095599465,"CENTRAL AFRICAN STATES  ""F""  Central African Republic 1.000 1000 Francs 1994 P. 302 F  UNC",18,8,2026-05-07 01:00:00
2095599468,"CENTRAL AFRICAN STATES ""L""  Gabon 2.000 2000 Francs 2000  P. 403 L  aUNC",20.5,14,2026-05-08 01:00:00
2095599459,"CENTRAL AFRICAN STATES  ""F""  Central African Republic 2.000 2000 Francs 1999  P. 303 F  aUNC",20.5,6,2026-05-08 01:00:00
2095599471,"CENTRAL AFRICAN STATES  ""P""  CHAD 10.000 10000 Francs 2000  P. 605 P f  aUNC",63,29,2026-05-08 01:00:00
2095599480,CAYMAN  1 $  1971  P. 1  prefix A/2   AU,30.5,46,2026-06-01 01:00:00
2095599486,CAYMAN 1 $  1974  P. 5 d  UNC,21.5,43,2026-05-10 01:00:00
2095599489,CAPE VERDE 500 Escudos  5.7.2014  P.  72    UNC  [MM-Money],12.5,37,2026-05-08 01:00:00
2095599495,CAPE VERDE 1.000 1000 Escudos 25.9.2007  P.  70    UNC  [MM-Money],19,14,2026-05-08 01:00:00
2095599498,CAPE VERDE 1.000 1000 Escudos 1.7.2002  P. 65    UNC  [MM-Money],24,38,2026-05-08 01:00:00
2095599501,"CAPE VERDE 200 Escudos 20.1.2005  P. 68   ""nice serial 466444""    UNC   [MM-Money]",7,16,2026-06-01 01:00:00
2095599507,CAPE VERDE 2.000 2000 Escudos 1.7.1999  P. 66 UNC   [MM-Money],47,18,2026-05-06 01:00:00
2095599513,CAPE VERDE  100 Escudos 20.1.1977  P. 54  UNC  [MM-Money],12.5,39,2026-05-06 01:00:00
2095599519,CAPE VERDE 500 Escudos 25.2.2007  P. 69   UNC   [MM-Money],11.5,14,2026-05-06 01:00:00
2095599741,CAPE VERDE  200 Escudos 20.1.1989  P. 58  VF+  [MM-Money],21.5,29,2026-05-07 01:00:00
2095599516,"CANADA  2 $  1954  P. 76  ""sig. Lawson - Bouey""     XF + \ aAU    [MM-Money]",20,12,2026-05-06 01:00:00
2095599522,"CANADA  100 $  2011  P. 110   ""sig. Wilkins - Poloz""   *polymer*    UNC   [MM-Money]",96,24,2026-05-10 01:00:00
2095599525,"CANADA  2 $  1986  P. 94  ""sig. Thiessen - Crow""     XF   [MM-Money]",4.5,14,2026-05-09 01:00:00
2095599528,"CANADA 20 $  1969  P. 89   ""sig. Lawson - Bouey""     XF+     [MM-Money]",43,17,2026-05-07 01:00:00
2095599531,"CANADA  100 $  1988  P. 99  ""sig. Thiessen - Crow""     XF   [MM-Money]",121,44,2026-05-07 01:00:00
2095599537,"CANADA  50 $  1975   P. 90   ""sig. Lawson - Bouey""   *scarce*   XF+",69,47,2026-06-01 00:00:00
2095599540,"CANADA 10 $  1989  P. 96   ""sig. Thiessen - Crow""   aAU",22.5,10,2026-05-10 01:00:00
2095599543,"CANADA  5 $ 1979   P. 92  ""sig. Lawson - Bouey""   VF+",13,17,2026-05-10 00:00:00
2095599564,"CANADA 20 $  1979  P. 93   ""sig. Lawson - Bouey""     XF - AU     [MM-Money]",29,22,2026-06-01 01:00:00
2095599567,"CANADA 10 $  1971  P. 88   ""sig. Crow - Bouey""   XF \ AU",25,11,2026-06-01 01:00:00
2095599576,"CANADA  1 $  1954  P. 75  ""sig. Lawson - Bouey""     UNC    [MM-Money]",14.273,31,2026-05-09 01:00:00
2095599603,CANADA10 $  2018   P. NEW  UNC,14.5,11,2026-05-08 01:00:00
2095599546,"CANADA 20 $  1979  P. 93   ""sig. Thiessen - Crow""     VF \ XF     [MM-Money]",25,27,2026-05-06 01:00:00
2095599549,"CANADA  5 $  1986   P. 95 e   ""sig. Knight - Dodge""    UNC",14,17,2026-05-10 00:00:00
2095599555,CANADA 20 $  2012  P.  108   sig. Wilkins - Poloz    polymer    UNC     [MM-Money],29,14,2026-05-09 01:00:00
2095599570,"Cameroon - Cameroun   1.000  1000 Francs  1.1.1989  P. 26  ""scarce""     UNC      [MM-Money]",72.5,59,2026-05-05 11:45:00
2095599579,"Cameroon - Cameroun   500  Francs 1962  P. 11  VF   ""rare""    [MM-Money]",174,118,2026-05-06 11:45:00
2095599582,"CANADA 20 $  1991  P. 97   ""sig. Knight - Dodge""   AU  [MM-Money]",29,23,2026-06-01 01:00:00
2095599585,"CANADA  2 $  1954  P. 76  ""sig. Bouey - Rasminsky""     AU +   [MM-Money]",21.5,27,2026-05-09 01:00:00
2095599591,CAMBODIA  2.000  2000 Riels  2022  P. 67 A   UNC,1.5,20,2026-05-08 01:00:00
2095599594,CAMBODIA   100 Riels  1973   P. 15    UNC,2.5,17,2026-05-09 01:00:00
2095599597,CAMBODIA  50.000   50000 Riels  1998   P. 49   UNC,30.5,18,2026-05-09 01:00:00
2095599600,CAMBODIA  200 Riels  2022  P. 65 A   UNC,1.5,7,2026-05-08 01:00:00
2095599606,CAMBODIA   1.000  1000 Riels  2016   P. 67    UNC,1.5,5,2026-05-09 01:00:00
2095599621,CAMBODIA   10.000  10000 Riels  2006   P. 56    UNC,7,11,2026-05-09 01:00:00
2095599609,CAMBODIA  30.000   30000 Riels  2021  *commemorative*  P. 73   UNC,22,6,2026-05-09 01:00:00
2095599615,CAMBODIA  500 Riels  1973  P. 16   XF \ AU,1.5,,2026-05-09 01:00:00
2095599618,CAMBODIA 5.000 5000  Riels  2007  P. 55  UNC,5,15,2026-05-10 01:00:00
2095599624,CAMBODIA 5.000  5000 Riels  2015   P. 68    UNC,4.5,2,2026-05-09 01:00:00
2095599627,CAMBODIA 10.000 10000 Riels  2015   P. 69    UNC,8,16,2026-05-09 01:00:00
2095599630,CAMBODIA  15.000   15000 Riels  2019  *commemorative*  P. 72   UNC,11.5,2,2026-06-01 01:00:00
2095599636,CAMBODIA  1 Riel  1979  P.  28    UNC,1.5,11,2026-05-07 01:00:00
2095599639,CAMBODIA 1 Riel 1975  P. 20   AU,14,46,2026-05-05 01:00:00
2095599642,Cambodia  20  Riels  1979   P.  31     UNC,1.5,13,2026-05-08 11:45:00
2095599648,CAMBODIA 5.000 5000  Riels  2004  P. 55  UNC,5,10,2026-05-09 01:00:00
2095599654,CAMBODIA 100.000 100000 Riels  1995   P. 50    UNC,63,11,2026-05-08 01:00:00
2095599666,CAMBODIA  100 Riels  2014  P. 65   UNC,1,3,2026-05-08 01:00:00
2095599663,CAMBODIA 500 Riels  1958-1970  P. 14 d XF,13.5,57,2026-05-10 01:00:00
2095599669,CAMBODIA  20.000  20000  Riels  2008  P. 60 UNC,8,21,2026-05-05 01:00:00
2095599672,CAMBODIA 1.000 1000 Riels 1999 P. 51 UNC,1.5,8,2026-05-07 01:00:00
2095599675,"BURUNDI  5.000  5000 Francs  7.11.2022   P. 58  *new color""     UNC",8,20,2026-06-01 01:00:00
2095599678,"BURUNDI  10.000  10000 Francs  7.11.2022   P. 59  *new color""     UNC",13,37,2026-06-01 01:00:00
2095599681,CAMBODIA 1.000 1000 Riels 2007  P. 58 b UNC,1.5,10,2026-05-10 01:00:00
2095599687,CAMBODIA 200 Riels 1992  P. 37 UNC,1.5,9,2026-05-10 01:00:00
2095599693,CAMBODIA 100 Riels  1957-1975  P. 8 c   Sig. 2  AU,1.5,13,2026-05-10 01:00:00
2095599696,CAMBODIA 100 Riels  1963-1972  P. 12 b  UNC,1.545,6,2026-05-10 01:00:00
2095599699,BURUNDI  10.000  10000 Francs   4.7.2018   P. 54     UNC,14,14,2026-05-06 01:00:00
2095599702,BURUNDI 1.000  1000 Francs 9.8.2021   P. 51 but new      UNC,1.5,16,2026-06-01 01:00:00
2095599705,BURUNDI 2.000  2000 Francs 4.7.2018   P. 52     UNC,4,12,2026-05-05 01:00:00
2095599708,BURUNDI 1.000  1000 Francs 1.5.1988   P. 31   *scarce*  F \ VF,22.5,45,2026-05-05 01:00:00
2095599711,BURUNDI  5.000  5000 Francs 15.1.2015   P. 53     UNC,8.5,10,2026-05-06 01:00:00
2095599714,BURUNDI  10.000  10000 Francs 15.1.2015   P. 54     UNC,16,24,2026-05-06 01:00:00
2095599717,BURUNDI 2.000  2000 Francs 15.1.2015   P. 52     UNC,5,16,2026-05-06 01:00:00
2095599720,BURUNDI 1.000  1000 Francs 1.5.2009   P. 46    UNC,3,13,2026-05-06 01:00:00
2095599723,"BURUNDI  500 Francs 1.5.1988  P. 30  ""scarce""      aUNC",26,29,2026-05-05 01:00:00
2095599726,BURUNDI 20 Francs 1.10.1991  P. 27    UNC,1.5,10,2026-05-05 01:00:00
2095599732,"BURUNDI 1.000  1000 Francs 15.1.2015   P. 51  ""printed on Hybrid""    UNC",3,35,2026-05-06 01:00:00
2095599735,BURUNDI 100 Francs 1.5.1993  P. 29  UNC,3,12,2026-05-06 01:00:00
2095599738,BURUNDI 10 Francs  1.11.2007   P. 33  UNC,1,21,2026-06-01 01:00:00
2095599747,BURUNDI 10 Francs  1.4.1970  P. 20 b  UNC   [MM-Money],26,37,2026-06-01 01:00:00
2095599750,BURUNDI 50 Francs 19.5.1994  P. 36 a  UNC,3.5,14,2026-05-06 01:00:00
2095599753,BURUNDI 500 francs  5.2.1995 P. 37 A  UNC,3.5,19,2026-05-05 01:00:00
2095599756,BURUNDI 10 Francs  5.2.1997  P. 33  UNC,1,12,2026-05-06 01:00:00
2095599759,BURUNDI 100 Francs 1.10.2007  P. 37 f  UNC,3.5,14,2026-05-05 01:00:00
2095599768,BURUNDI 100 Francs 1.8.2001  P. 37 c  UNC,3.5,35,2026-05-05 01:00:00
2095599771,BURUNDI 500 francs 1.9.2011  P. 45  UNC,2.5,27,2026-05-05 01:00:00
2095599777,BURUNDI 5.000 5000 Francs 5.2.1999  P. 42 a UNC,29,35,2026-05-05 01:00:00
2095599780,BURUNDI 5.000 5000 Francs 1.7.2003  P. 42 b  UNC,15.5,28,2026-05-05 01:00:00
2095599783,BURUNDI 2.000 2000 Francs 25.6.2001  P. 41 UNC,9,36,2026-05-05 01:00:00
2095599765,BURUNDI 50 Francs 1.8.2001  P. 36 c  UNC,3.5,23,2026-05-05 01:00:00
2095599774,BURUNDI 50 Francs 5.2.2005  P. 36 e  UNC,3.5,15,2026-05-05 01:00:00
2095599786,BURUNDI 50 Francs 1.11.2007  P. 36 g UNC,3.5,19,2026-05-05 01:00:00
2095599795,BURUNDI 20 Francs 5.2.2005  P. 27  UNC,1,11,2026-05-05 01:00:00
2095599798,BURUNDI 20 Francs 1.11.2007  P. 27  UNC,1,24,2026-05-05 01:00:00
2095599801,BULGARIA   5.000  5000 Leva  1997  P.  111    XF+,9,23,2026-05-05 01:00:00
2095599804,BULGARIA  100 Leva  1993  P.  102   UNC,1.5,16,2026-05-06 01:00:00
2095599807,BULGARIA  5 Leva  2009  P.  116     UNC,5,15,2026-05-05 01:00:00
2095599813,BULGARIA   500 Leva  1993  P.  104   UNC,5.5,12,2026-05-05 01:00:00
2095599816,BULGARIA   50  Leva  1990  P.  98   aUNC,12.5,11,2026-05-05 01:00:00
2095599819,BULGARIA  2 Leva  1992  P.  101     UNC,2.5,4,2026-05-06 01:00:00
2095599822,BULGARIA  2 Leva  1999  P.  115     UNC,5,14,2026-05-06 01:00:00
2095599825,BULGARIA  5.000  5000  Leva  1996  P.  108     UNC,17,50,2026-05-06 01:00:00
2095599831,BULGARIA   200 Leva  1992  P.  103   UNC,2.5,3,2026-05-06 01:00:00
2095599849,BULGARIA 100 Leva  1951  P.  86   aUNC,1.5,21,2026-05-07 00:00:00
2095599858,BULGARIA 50 Leva 2006  P. 119   aUNC,42,24,2026-05-10 01:00:00
2095599861,BULGARIA 20 Leva 2005  P. 121 *commemorative*   *low serial AA 0006736*    UNC,34.5,31,2026-05-05 01:00:00
2095599864,"BULGARIA 10.000 10000 Leva 1996  P. 109  ""low serial AA 0002453""    UNC",31,32,2026-05-10 01:00:00
2095599867,BULGARIA  20 Leva  1986  P.  FX 40  cancelled    UNC,20,24,2026-05-07 01:00:00
2095599870,"BULGARIA  5 Leva  1951  P.  82   ""lucky serial  Ab 958888 ""   UNC",8,17,2026-05-07 01:00:00
2095599873,BULGARIA  2 Leva  1986  P.  FX 37  cancelled  AU \ UNC,6,4,2026-05-07 01:00:00
2095599882,BULGARIA  5 Leva  1986  P.  FX 38  cancelled    XF,8,17,2026-05-07 01:00:00
2095599885,BULGARIA  10 Leva  1986  P.  FX 39  cancelled    UNC,11.5,17,2026-05-07 01:00:00
2095599888,BULGARIA 1 Lev 1962  P. 88  XF,2.5,24,2026-05-10 01:00:00
2095599891,BRUNEI  5 Ringgit 1986  P. 7   *scarce*    XF,19,9,2026-05-05 21:54:00
2095599879,"BRUNEI  50 Ringgit 1986  P. 9    *""rare""*      aXF",218,38,2026-05-05 21:54:00
2095599894,"BRUNEI  5 Ringgit 1967  P. 2  ""scarce note""      XF",145,12,2026-05-04 21:54:00
2095599900,BRUNEI  25 Ringgit 1992  P. 21   *scarce*    AU++,40,19,2026-05-05 21:54:00
2095599906,BRAZIL  100 cruzados 1990  P. 228   UNC,1.5,8,2026-05-07 00:00:00
2095599912,BRUNEI  10 Ringgit 1986  P. 8   VF,34.5,7,2026-05-05 21:54:00
2095599915,BRUNEI  1 Ringgit 1989  P. 13   UNC,5.5,25,2026-05-05 21:54:00
2095599921,"BRAZIL 5 reais  2009   P. 244 A   *wmk  flag*   ""sig. Mantega - Meirelles""    XF",4.5,12,2026-05-08 00:00:00
2095599924,BRAZIL  10 cruzeiros  1980  P. 193   UNC,1.5,10,2026-05-05 00:00:00
2095599927,BRAZIL  10 cruzados  1987  P. 209   UNC,2.5,9,2026-05-05 00:00:00
2095599939,BRAZIL  50 cruzados  1986  P. 210   aUNC,1.5,8,2026-05-05 00:00:00
2095599948,BRAZIL  5 cruzados novos \ 5.000  5000 cruzados   1989  P. 217   UNC,1.5,17,2026-05-05 00:00:00
2095599951,"BRAZIL  10 cruzados novos \ 10.000  10000 cruzados   1989  P. 218  ""low serial 000388""   aUNC",6,27,2026-05-05 00:00:00
2095599945,"BRAZIL 1.000  1000 cruzeiros 1990  P. 231  ""sig.  Cardoso - Eris""    XF",1.5,7,2026-05-09 00:00:00
2095599954,BRAZIL  100 cruzados novos  1989  P. 220   UNC,2.5,13,2026-05-05 00:00:00
2095599957,BRAZIL  200 cruzeiros  1990  P. 229    UNC,1.5,8,2026-05-05 00:00:00
2095599960,"BRAZIL 100 Cruzados 1986   P. 211 b  ""sig. Funaro - Gros""   UNC",1.5,5,2026-05-06 00:00:00
2095599963,"BRAZIL  1 Cruzado Novo \ 1.000 1000 Cruzados 1989  P. 216 ""nice serial B....055555 A""  UNC",8,18,2026-05-09 00:00:00
2095599969,"BRAZIL  100 cruzeiros 1980   ""sig. Galveas - Langoni""    P. 195 A     AU",9,19,2026-05-09 00:00:00
2095599975,"BRAZIL  10 reais 2009  P. 245 A   ""wmk: flag""   ""sig.  Mantega - Meirelles""    aXF",7,21,2026-05-09 00:00:00
2095599981,"BRAZIL 5 centavos \ 50 cruzeiros 1966  P. 184   spots  ""nice serial  010000""  aUNC",8,14,2026-05-10 00:00:00
2095599984,"BRAZIL  10 reais 2009  P. 245 A   ""wmk: flag""   ""sig.  Malan - Fraga Neto""    XF",7,20,2026-05-09 00:00:00
2095599990,BRAZIL 500 Cruzeiros 1955 - 1960   P. 164 b   F \ VF,11.5,23,2026-06-01 00:00:00
2095599993,BRAZIL 1.000  1000 Cruzeiros  1986  P. 201   UNC,1.5,9,2026-05-08 00:00:00
2095599999,"BRAZIL 5.000 5000 CRUZADOS 1988 P. 214 ""first prefix  0001""   aUNC",24.5,41,2026-05-10 00:00:00
2095600053,"BRAZIL 2 reais  2001  P. 249  ""sig. Malan - Fraga Neto""    UNC",3.5,8,2026-05-05 00:00:00
2095599996,BRAZIL 1.000 1000 Cruzeiros 1991  P. 231 b UNC,2.5,4,2026-06-01 00:00:00
2095600002,BRAZIL 1 Cruzeiro 1970   P. 191   AU,2.5,15,2026-05-07 00:00:00
2095600005,BRAZIL 500 Cruzeiros  \ 500 Cruzados Novos  1990  P. 226  UNC,3.5,7,2026-05-10 00:00:00
2095600008,BRAZIL 2 Cruzeiros 1944 P. 133  XF,6,21,2026-05-06 00:00:00
2095600011,BRAZIL 2 reais 2010 P. 252  UNC,2.5,14,2026-05-06 00:00:00
2095600017,BRAZIL 200 Cruzeiros  \ 200 Cruzados Novos  1990  P. 225  UNC,2.5,14,2026-05-10 00:00:00
2095600020,BRAZIL 5 Cruzeiros  1953-1959  P. 158 c spots UNC-,1.5,10,2026-05-06 00:00:00
2095600023,BRAZIL 500 Cruzados 1986-1988  P. 212 b UNC,4.5,6,2026-05-10 00:00:00
2095600026,BRAZIL 10 CRUZADOS \ 10.000 CRUZEIROS 1986 P. 206 UNC,89,25,2026-05-10 00:00:00
2095600029,"BRAZIL 50 Cruzeiros 1980 P. 194 c  ""low serial  000836""   aUNC",6,24,2026-05-06 00:00:00
2095600032,BRAZIL 100 Cruzeiros 1981-1984  P. 198 b UNC,1.5,6,2026-05-06 00:00:00
2095600035,BRAZIL 1.000 1000 Cruzados 1987-1988  P. 213 c UNC,2.5,16,2026-05-10 00:00:00
2095600038,BRAZIL  1 Cruzado Novo \ 1.000 1000 Cruzados 1989  P. 216 b  UNC,1.5,8,2026-05-10 00:00:00
2095600041,BRAZIL 5.000 5000 Cruzeiros 1981-1985  P. 202 c  XF,3.5,17,2026-05-06 00:00:00
2095600047,BRAZIL 1.000 1000 Cruzeiros 1978 - 1980  P.  197 b VF +,14.5,22,2026-05-06 00:00:00
2095600134,BRAZIL 50 Cruzeiros  \ 50 Cruzados Novos  1990  P. 223 UNC,1.5,8,2026-05-10 00:00:00
2095600050,BRAZIL 1.000 1000 Cruzeiros 1960  P. 165 VF,24.5,35,2026-05-05 00:00:00
2095600056,BRAZIL 10 Cruzeiros 1962 P. 177 a   UNC,4.5,5,2026-05-05 00:00:00
2095600059,BRAZIL 500 Cruzeiros 1955-1960   P. 164 d   VF,14.5,24,2026-05-05 00:00:00
2095600068,BRAZIL 1 centavo \ 10 Cruzeiros 1967 P. 183 b  XF,2.5,6,2026-05-06 00:00:00
2095600071,BRAZIL 200 Cruzeiros  1943  P. 139 F \ VF,53.5,34,2026-05-05 00:00:00
2095600074,BRAZIL 10 Cruzeiros  1943  P. 135  XF \ AU,19.5,15,2026-05-05 00:00:00
2095600077,BRAZIL 5.000 5000 Cruzeiros 1964  P. 182 b  VG \ F,9.5,15,2026-05-05 00:00:00
2095600080,BRAZIL 2 Cruzeiros 1954-1958   P. 151 b UNC,2.5,6,2026-05-05 00:00:00
2095600083,BRAZIL 10 Cruzeiros  1961  P. 167 a  VF +,5.5,7,2026-05-05 00:00:00
2095600086,BRAZIL 5 Cruzeiros  1953-1959  P. 158 e XF,2.5,14,2026-05-05 00:00:00
2095600089,BRAZIL 1 Cruzeiro 1954-1958   P. 150 a  UNC,2.5,5,2026-05-05 00:00:00
2095600092,BRAZIL 5 Cruzeiros  1943  P. 134  XF \ AU,14.5,15,2026-05-05 00:00:00
2095600095,BOTSWANA 10 Pula  2012  P. 30   UNC,4.5,19,2026-05-07 00:00:00
2095600101,"BOTSWANA 10 Pula 1982  P. 9    ""printer TDLR & Company  Ltd""   *sig. Mmusi - Kikonyogo*      VF",11.5,29,2026-05-10 00:00:00
2095600104,BOTSWANA 20 Pula 1999  P. 21  UNC,13.5,26,2026-05-08 00:00:00
2095600098,BOTSWANA 10 Pula  2007  P. 24 b  UNC,6,36,2026-05-08 00:00:00
2095600107,BOTSWANA 50 Pula 2000  P. 22   XF,43.5,31,2026-05-05 00:00:00
2095600110,BOSNIA 100.000  100000 Dinara  1.8.1993  P. 31   *scarce note*  VF,18,30,2026-05-06 00:00:00
2095600113,BOSNIA  20 Dinara 15.8.1994   P. 42   low serial   *rare*    UNC,35,31,2026-05-06 00:00:00
2095600116,"BOTSWANA  2 Pula 1982  P 7  ""sig. Mmusi - Kikonyogo""     XF",10.5,39,2026-05-05 00:00:00
2095600119,BOTSWANA 20 Pula 2012  P. 31  UNC,5.5,21,2026-05-05 00:00:00
2095600122,BOTSWANA 10 Pula 1992  P. 12  printer H&S     XF,11.5,38,2026-05-05 00:00:00
2095600125,"BOSNIA 500.000  500000 Dinara  15.9.1993  P. NL   *short red zeros""   **scarce**  XF",19,23,2026-05-05 00:00:00
2095600131,BOSNIA 10.000  10000 Dinara  6.4.1993  P. 28   *scarce note*  XF \ AU,19,25,2026-05-07 00:00:00
2095600143,BOSNIA  50 Konvertibilnih Maraka 2012  P. 85  *Serbian issue*     UNC,48,27,2026-05-10 00:00:00
2095600146,BOSNIA  50 Konvertibilnih Maraka 2012  P. 84  *Croatian Issue*  UNC,48,10,2026-05-10 00:00:00
2095600155,BOSNIA  1.000  1000  Dinara 1.7.1992   P.  15     UNC,1.5,6,2026-05-06 00:00:00
2095600158,"BOSNIA 1.000.000  1000000 Dinara  10.11.1993  P. 35 ""overprint on  P. 12""    UNC",3.5,24,2026-05-08 00:00:00
2095600164,"BOSNIA 10.000.000  10000000 Dinara  10.11.1993  P. 36 ""overprint on  P. 12""    UNC",6,43,2026-05-08 00:00:00
2095600140,"BOSNIA 50 Dinara  1993  ""not issued""   P. 47   UNC",5.5,18,2026-05-08 00:00:00
2095600149,BOSNIA 5.000.000  5000000 Dinara  1993  P. 143   UNC,10.5,7,2026-05-08 00:00:00
2095600152,"BOSNIA 500 Dinara  1993  ""overprint Sarajevo Uncivpol""  on  P. 14   UNC",26,7,2026-05-05 00:00:00
2095600161,"BOSNIA 1.000  1000  Dinara  1993  ""overprint Sarajevo Uncivpol""  on  P. 15   UNC",30.5,16,2026-05-05 00:00:00
2095600167,"BOSNIA 1.000.000  1000000 Dinara  1993  P. 142   ""scarce note""    VF+",9,53,2026-05-08 00:00:00
2095600170,BOSNIA 5.000  5000 Dinara  1993  P. 138   AU,8,17,2026-05-08 00:00:00
2095600443,GUINEA  10 sylis  1971  P.  16    UNC,4.5,16,2026-05-11 00:00:00
2095600449,GUINEA 1.000  1000 Francs 1998  P. 37  UNC,4,10,2026-05-06 00:00:00
2095600452,GUINEA 500 Francs Guinéens 2018  P.  52   UNC,1.5,6,2026-05-11 00:00:00
2095600455,Guinea-Bissau 50 Pesos  1.3.1990   P. 10   UNC,1.5,9,2026-05-06 11:45:00
2095600458,"GUINEA 1.000 1000 Francs Guinéens  1985  P. 32  ""scarce note""    UNC",19,20,2026-05-06 00:00:00
2095600461,GUINEA  20.000  20000 Francs Guinéens  2018  P.  new    UNC,8,7,2026-05-06 00:00:00
2095600467,GUINEA 1.000 1000 Francs Guinéens  2010  P. 43  *commemorative*   UNC,3.5,30,2026-05-06 00:00:00
2095600470,GUINEA  5.000  5000 Francs Guinéens  1998  P.  38    UNC,10,15,2026-05-11 00:00:00
2095600473,GUINEA 2.000 2000  Francs Guinéens  2018   P. A 48  (new)   UNC,2.5,15,2026-05-06 00:00:00
2095600476,GUINEA  10 Sylis  1980  P. 23  UNC,8,17,2026-05-07 00:00:00
2095600479,GUINEA  20.000  20000 Francs Guinéens  2015  P.  50    UNC,7,25,2026-05-11 00:00:00
2095600485,GUYANA 20 $  2006   P. 30    sig. Williams - A. Singh   UNC,1.5,22,2026-06-01 00:00:00
2095600488,GUINEA  5.000  5000 Francs Guinéens  2012  P.  41    UNC,4.5,12,2026-05-11 00:00:00
2095600494,GUINEA BISSAU 100 Pesos  1.3.1990  P. 11  UNC,1.5,5,2026-05-07 00:00:00
2095600497,GUINEA  50 Francs 1985   P. 29   UNC,2.5,19,2026-05-06 00:00:00
2095600500,GUINEA 50 Francs 1.3.1960  P.  12  XF,26,15,2026-05-10 00:00:00
2095600503,GUINEA 500 Francs Guinéens 2017  P. 47  UNC,1.5,5,2026-05-09 00:00:00
2095600509,GUINEA BISSAU 1.000  1000 Pesos 1.3.1990  P. 13 a  UNC,2.5,18,2026-06-01 00:00:00
2095600512,GUINEA BISSAU 500 Pesos  28.2.1983  P. 7 UNC,10,30,2026-06-01 00:00:00
2095600515,GUINEA 500 Francs Guinéens 2015  P. 47  UNC,1.5,16,2026-05-09 00:00:00
2095600518,GUINEA 1000 Francs Guinéens 2015  P. 48  UNC,2.5,7,2026-05-09 00:00:00
2095600521,GUINEA 5.000  5000 Francs Guinéens 2015 P. 49   UNC,4.5,5,2026-05-09 00:00:00
2095600548,GUINEA BISSAU 1.000  1000 Pesos 24.9.1978  P. 8   UNC,10,29,2026-06-01 00:00:00
2095600524,GUERNSEY 1 £ 1980   P. 48 a     sig. W.C. Bull    XF,9,18,2026-05-09 00:00:00
2095600527,GUERNSEY 1 £  1969   P. 45  b   sig. C.H. Hodder   VF++,43.5,24,2026-06-01 00:00:00
2095600530,GUINEA 500 Francs Guinéens 2006  P. 39 a  UNC,2.5,7,2026-05-09 00:00:00
2095600533,GUINEA 25 Sylis 1980  P. 24 spots   UNC,9,41,2026-05-09 00:00:00
2095600536,GUINEA 100 Francs Guinéens 2012  P. 35 b  UNC,1,4,2026-05-09 00:00:00
